Molecule,C_index,O_index,bond_CO,angle_O_C_X,dihedral_real,nu_CO_DFT,SCF_energy,Gibbs_energy,dipole,A_rot,B_rot,C_rot,charge_C,charge_O,lowdin_C,lowdin_O,mayer_CO,s_C,p_C,sp_ratio,HOMO,LUMO,gap,Epar_lowdin_MV_per_cm,nu_CO_exp,HOMO_1,LUMO_1,pi,pi_star
Methyl_methacrylate,3,8,1.2021658008403002,121.04100768561436,13.69452761704422,1790.23,-345.734835359978,-345.64466377,4.242056985,3505.449468,2370.574271,1720.394798,0.299983,-0.28379,-0.446943,0.134366,2.0896,3.067389,2.345904,0.7647885546958667,-0.272629,-0.040026,0.232603,-13.774680726350192,1746.9088937093277,-0.286784142659118,0.0266435723594405,-0.408027224004791,5.09157696427477
Methyl_propionate,4,6,1.199753408518184,123.80434739654652,123.34964589912352,1814.9,-307.660946877463,-307.57395654,4.379898776,6219.689421,2577.211479,1885.952768,0.290091,-0.286625,-0.478115,0.126232,2.1056,3.071504,2.348426,0.7645850371674593,-0.274773,0.006643,0.281416,-32.85435302421022,1771.5479256080114,-0.302424772626513,0.0187527082705083,-0.39985879455315,4.8064709212519
Methyl_trifluoroacetate,0,2,1.1960031596714118,123.2741348687428,179.6991843794527,1835.71,-566.121942643512,-566.0881581,3.022813261,3590.063435,1510.889914,1322.248561,0.232583,-0.269956,-0.477834,0.155562,2.0337,3.111825,2.369356,0.7614039992608838,-0.318215,-0.041141,0.277074,23.95915656325645,1778.5178600000002,-0.343379321751753,0.0345631873459462,-0.426971520803227,4.61466567704981
Methyl_vinyl_ketone,4,5,1.2127436954752642,122.03799195660298,179.8859178373574,1770.24,-231.204950350463,-231.14472507,2.81589834,10252.248565,4002.529792,2930.600531,0.257821,-0.301025,-0.351462,0.126514,2.0674,3.144375,2.374852,0.7552699662095012,-0.256861,-0.066338,0.190523,56.397456621952976,1712.2417083550386,-0.289550041072235,0.0385101725706918,-0.421977629046394,0.701459338909864
N_N-Diethylformamide,3,17,1.2161059559438068,125.1336797347714,0.0,1747.58,-327.094469755726,-326.96766706,4.089857717,3298.30915,2122.546362,1501.644203,0.138882,-0.367761,-0.414486,0.037906,1.9781,3.152759,2.481731,0.7871616574562152,-0.247932,0.015004,0.262936,-86.94571780795552,1698.0,-0.256310935679395,0.0300759327845132,-0.37410069454533,4.24987494033063
N_N-Dimethylacetamide,0,4,1.2217960103311027,120.43521146333154,0.32621016599873,1720.01,-287.791060200027,-287.69283388,3.863422338,4930.403133,3404.401186,2092.825416,0.263541,-0.381549,-0.456606,0.052255,2.0073,3.088108,2.372647,0.7683173645481312,-0.243077,0.023535,0.2666119999999999,-8.02681660378524,1690.8461538461538,-0.249110696659944,0.0244431587044631,-0.354931473951577,4.79486417183418
p-Anisaldehyde,3,16,1.2107910226199234,125.28672943894829,0.0016017222795822,1762.23,-460.046087189101,-459.93767206,4.234592623,4194.941146,717.953042,615.432973,0.089763,-0.290917,-0.269845,0.099154,2.0899,3.262063,2.474179,0.7584706365266397,-0.242386,-0.061509,0.1808769999999999,7.373216059115313,1719.200376293509,-0.255648923719948,-0.0258521929045669,-0.399968658107954,4.51728055147062
Propyl_benzoate,7,12,1.20257880691662,122.00026594023038,-0.7699631332848155,1785.26,-538.671015381077,-538.50898042,4.550447115,1475.233988,548.655647,453.603308,0.281757,-0.279283,-0.44253,0.132465,2.1223,3.052656,2.375295,0.7781076544491092,-0.261707,-0.04892,0.212787,-34.535686378945975,1742.1129943502824,-0.272004416009079,-0.0262080204067056,-0.401295365029938,5.018609412327
Trifluoroacetic_acid,2,5,1.18882159170079,120.50261924444892,0.0,1887.39,-526.824892393822,-526.81705966,2.876877036,3803.003057,2488.886638,2049.761861,0.21768,-0.232061,-0.491651,0.179496,2.1292,3.120134,2.372391,0.7603490747512767,-0.324422,-0.051283,0.2731389999999999,16.737576625712013,1686.019801980198,-0.366729235788091,0.0106609718911364,-0.494420562345561,4.52848289441071
γ-Butirolactona,1,0,1.1948603870297985,128.5390164798125,40.02182045717949,1853.79,-306.465136935948,-306.39546911,4.682884151,7306.982066,3580.192885,2555.084858,0.247211,-0.274882,-0.468683,0.124482,2.149,3.100841,2.373855,0.76555199057288,-0.275448,0.002251,0.277699,-35.34364587696888,1798.0,-0.304156394650644,0.0211261490602629,-0.428860166509037,4.72308811331951
1-Indanone,1,0,1.2092361262474751,125.78706396158456,57.64477333486972,1782.49,-422.943777984583,-422.83099927,3.646641778,2566.411955,1267.86511,857.534931,0.148304,-0.289367,-0.285443,0.122107,2.1714,3.172148,2.454873,0.7738835010220204,-0.248539,-0.062482,0.186057,72.71508550926421,1740.8181818181818,-0.261971025619691,-0.0236146409068129,-0.402544506051641,0.815866330492326
1-Tetralone,1,0,1.214761493260714,121.18090871260932,-26.01500571116667,1748.89,-462.251962322408,-462.11069315,3.494475194,1889.855433,1075.769542,702.833843,0.20157,-0.302633,-0.284583,0.123738,2.0975,3.151652,2.41585,0.7665345031748428,-0.247982,-0.061604,0.186378,87.87212800770311,1712.5113974231913,-0.258215248616306,-0.0196688344334092,-0.414757699157835,0.810419698006901
1_3-Indandione,1,0,1.2069619204146416,126.5154367672287,-59.543720766780616,1810.58,-496.966003938699,-496.87300701,3.224371941,1661.267792,1213.208903,704.201517,0.12498,-0.2695,-0.276592,0.142006,2.1633,3.205223,2.444779,0.7627484889506908,-0.256853,-0.08942,0.167433,73.06535876072705,1735.15424610052,-0.284629201450932,-0.0745715254643246,-0.436008132877933,0.823295979574894
1_3-Indandione,3,4,1.2069545681080958,126.5127503861188,59.508015315827706,1782.44,-496.966003938699,-496.87300701,3.224371941,1661.267792,1213.208903,704.201517,0.124953,-0.269505,-0.276579,0.142014,2.1633,3.205198,2.44484,0.7627734698449207,-0.256853,-0.08942,0.167433,73.06577617364064,1602.0,-0.284629201450932,-0.0745715254643246,-0.425762845906969,0.779610870883829
2-Acetylpyridine,1,2,1.2130473990582562,122.4539307503862,-0.252933465203732,1761.37,-400.880020475238,-400.78686001,3.177438933,3768.276381,1270.442263,955.631856,0.191549,-0.294722,-0.311402,0.132023,2.0979,3.180855,2.397616,0.7537646324651706,-0.252582,-0.073402,0.1791799999999999,69.99927037370091,1721.0894020130254,-0.278470285686641,-0.0410419839216677,-0.362881518394865,4.82392645212385
2-Acetylthiophene,1,2,1.216769210516111,121.59091692619889,0.1198348045625419,1728.7,-705.589112007136,-705.51757791,3.670613449,3585.314079,1416.545358,1021.799551,0.181197,-0.301047,-0.368765,0.117709,2.0968,3.178877,2.396911,0.7540118727462559,-0.254573,-0.0699,0.1846729999999999,123.49487981109368,1699.7298541826551,-0.259946624421892,0.00985524672279392,-0.4427153524249,0.755648382314511
2-Bromobenzaldehyde,1,0,1.208797994183478,123.3867984127972,-9.5248405358335e-05,1763.47,-2918.970097161619,-2918.90442651,3.356169475,1572.028145,925.122093,582.391062,0.113123,-0.27679,-0.259467,0.118951,2.0881,3.255352,2.458392,0.7551846927766951,-0.265386,-0.083883,0.181503,16.2828047113306,1715.8754863813228,-0.266702250507322,-0.0383085599134199,-0.443548727747801,4.33783383748887
2-Bromobenzoic_acid,1,2,1.2028295288119593,126.405662717618,25.91734276107705,1799.58,-2994.223074395971,-2994.15277853,3.139113656,1203.289954,890.114446,518.831068,0.3126,-0.285048,-0.465917,0.11848,2.067,3.046134,2.345124,0.7698689552068295,-0.255977,-0.065232,0.190745,13.618547157262276,1758.0,-0.271938581554309,-0.0342683771942536,-0.414744664454079,4.59009761864576
2-Chlorobenzoic_acid,1,2,1.2070057139160528,123.1684960033766,-13.530962264340754,1778.12,-880.342587299189,-880.27081601,1.885914959,1473.962744,1181.279496,672.514793,0.296598,-0.31246,-0.471526,0.105317,2.0416,3.06128,2.346131,0.7663888961480165,-0.261599,-0.063038,0.198561,-2.90616684772909,1758.0,-0.27719878332855,-0.0330359871405733,-0.417570614265951,4.52723237343514
2-Ethylbutanal,5,6,1.20410638948558,125.8899231726693,-111.7830688300639,1800.15,-311.026544588535,-310.88967783,2.776225408,2707.012654,2303.018087,1706.984845,0.04563,-0.269578,-0.274225,0.118319,2.1233,3.283345,2.487897,0.7577324344532785,-0.255106,-0.029387,0.225719,17.685026126943562,1744.5,-0.319592477257162,0.0262893953424472,-0.485092249030713,4.79732743904533
2-Furaldehyde,1,0,1.2116230838693196,123.86205283588404,-0.0054523132822799,1755.86,-343.318928199142,-343.26912559,3.715519998,8259.282873,2045.211424,1639.282756,0.056202,-0.283724,-0.285212,0.106516,2.1108,3.283568,2.490405,0.7584447771448619,-0.256967,-0.073373,0.183594,-14.25681927171635,1725.1879522126872,-0.267842225373441,0.0113374364710142,-0.440209703075917,4.23087072981382
2-Heptanone,1,2,1.209662370190129,121.6257599875244,-11.52109125911196,1783.51,-350.345091473931,-350.18245682,2.714772118,3276.922902,968.147803,909.533899,0.210571,-0.294598,-0.351439,0.130234,2.0977,3.17356,2.385973,0.7518285458601696,-0.250504,-0.019041,0.231463,56.38457776275094,1730.6615969581749,-0.316353867274019,0.0218616389184883,-0.353905470153051,0.65323472750428
2-Hexanone,1,2,1.2095404370594642,121.60601493505489,12.033563486711383,1783.86,-311.042396255837,-310.90659751,2.741529999,5799.462507,1239.129714,1155.179181,0.205182,-0.296345,-0.352254,0.129658,2.09,3.174873,2.389379,0.7525904185773731,-0.251399,-0.018857,0.2325419999999999,52.56030455827516,1731.717521652232,-0.323966514704173,0.0265800456024616,-0.355518367691537,4.80702573807009
2-Methylbutanal,4,5,1.2034084688026754,125.4605452775252,3.7691455365167377,1805.28,-271.726465659174,-271.61702554,3.001627972,5992.856542,2138.937981,1735.63892,0.092178,-0.255244,-0.269955,0.118719,2.1492,3.26325,2.468553,0.7564706963916341,-0.255055,-0.030404,0.224651,21.758282867566997,1743.0263157894738,-0.338353695489656,0.0314787863523937,-0.382261602375701,5.02384769478871
2-Methylbutanoic_acid,4,5,1.2041942597454949,125.78852821810644,155.2846218181528,1806.28,-346.990133523878,-346.875539,1.559371611,3174.93897,2146.486668,1648.572717,0.267886,-0.311092,-0.480583,0.104467,2.0644,3.095293,2.350168,0.7592715778441653,-0.28158,0.00013,0.28171,6.275604940195645,1758.0,-0.326492716452982,0.0292840077323949,-0.466819336481577,4.85062195532344
2-Methylpentanal,5,6,1.2033549691483392,125.58332089423324,-121.38010320307038,1802.82,-311.031445509651,-310.89538762,2.945616421,5937.020979,1198.759884,1066.64896,0.076769,-0.259839,-0.272911,0.121915,2.154,3.274506,2.468462,0.7538425643440568,-0.256894,-0.029004,0.22789,15.904712699412222,1742.403470715835,-0.33529296149721,0.0289357832416263,-0.389350154504178,5.05101610096476
2-Methylpropanoic_acid,3,4,1.204017516250075,125.61832562033382,0.1149938543084555,1808.16,-307.685107423066,-307.59722344,1.838622027,4950.583397,2677.689237,2573.312025,0.266626,-0.30062,-0.481493,0.101464,2.0988,3.099323,2.351357,0.758667941353644,-0.27862,0.0018,0.28042,7.857940296213087,1758.0,-0.327919247847064,0.0231249798831539,-0.374978353750762,4.80890568662961
2-Octanone,1,2,1.2101034552049674,121.80486724167004,-9.572778083349007,1782.37,-389.647468036894,-389.45837646,3.045991286,3483.82989,527.875391,502.029946,0.224755,-0.290441,-0.354079,0.126665,2.134,3.173235,2.379166,0.7497604179961459,-0.247385,-0.018258,0.229127,56.80191306920322,1733.6719576719577,-0.319319028030274,0.0272326839270685,-0.464169826271821,0.734949533578896
2-Phenylacetaldehyde,1,0,1.202320514407452,124.62693923003016,1.2725096886234672,1803.54,-384.824269644824,-384.71976151,2.845505186,4081.074701,988.049458,862.778487,0.095476,-0.254845,-0.281495,0.120044,2.136,3.259702,2.468863,0.7573891723844695,-0.250905,-0.042294,0.208611,-11.162918601234484,1742.8858800773694,-0.266178247375904,-0.0236749227076345,-0.450240070032446,4.77725129844847
2-Pyridinecarboxaldehyde,1,0,1.206758429624173,124.1420659673046,0.0208238394488968,1781.28,-361.564960845676,-361.49767368,3.793624885,5413.268367,1621.420868,1247.700712,0.095377,-0.271342,-0.252589,0.120015,2.1089,3.262946,2.470119,0.7570211091449262,-0.265152,-0.083394,0.181758,3.4787494820518345,1735.6469041466758,-0.284431256132495,-0.0470796544580281,-0.445432193750298,4.86758152009216
2-Thiophenecarboxaldehyde,1,0,1.2113761214672345,125.159598151807,0.0168542458874272,1748.19,-666.275301682225,-666.22952689,3.964750778,5101.744688,1885.783366,1376.851047,0.04689,-0.284799,-0.314776,0.10017,2.1012,3.276405,2.492225,0.7606584045623175,-0.26142,-0.07816,0.1832599999999999,52.56441413690813,1705.9721518987342,-0.266703886324279,0.00729271720650078,-0.437075218236481,4.26904360331151
2_3-Butanedione,1,2,1.2080711885240871,124.2613732186545,-0.3011049262510317,1784.52,-306.449456630568,-306.3874552,0.002330745,5316.314364,3369.737913,2115.476857,0.176688,-0.263429,-0.317604,0.158256,2.0751,3.201887,2.396941,0.7486026208919927,-0.251656,-0.09335,0.158306,87.57630887036923,1732.607277289837,-0.322945102566909,0.0270434307210111,-0.432725420963763,0.852874081589965
2_3-Butanedione,3,5,1.2080715919853424,119.32631182794034,-0.0465984797996247,1782.01,-306.449456630568,-306.3874552,0.002330745,5316.314364,3369.737913,2115.476857,0.176701,-0.263447,-0.317593,0.15824,2.0751,3.201893,2.396923,0.7485955964174943,-0.251656,-0.09335,0.158306,87.57779227893734,1698.0,-0.322945102566909,0.0270434307210111,-0.432725420963763,0.852874081589965
2_3-Pentanedione,1,2,1.208040191823931,124.14214401030524,-0.3893537669999123,1783.64,-345.753702234406,-345.66491581,0.173736806,5135.359524,1772.097978,1349.788208,0.183203,-0.263442,-0.31522,0.157649,2.0859,3.198091,2.393135,0.7483010958725065,-0.249272,-0.091181,0.1580909999999999,84.86075471589535,1728.2759889604415,-0.32147191800263,0.0285450397381277,-0.440135442458033,0.479823772657902
2_3-Pentanedione,3,4,1.208526951395789,119.1851412497151,-179.9965525324523,1778.95,-345.753702234406,-345.66491581,0.173736806,5135.359524,1772.097978,1349.788208,0.149425,-0.272633,-0.293147,0.162472,2.0505,3.215091,2.408706,0.749187503557442,-0.249272,-0.091181,0.1580909999999999,103.2275521232161,1698.0,-0.32147191800263,0.0285450397381277,-0.397386903175721,0.870822417134965
2_5-Dimethylbenzaldehyde,7,8,1.2102302366880444,126.786056742624,-0.0275944687264196,1763.63,-424.140659502517,-424.01096094,3.489441699,2505.429393,993.206022,717.482632,0.066493,-0.289154,-0.263486,0.109662,2.0818,3.282465,2.476657,0.7545113199988422,-0.250278,-0.06762,0.182658,4.459969990620292,1718.264861683343,-0.25540541868534,-0.0168253538039765,-0.390400057552907,4.38640266178532
3-Acetylpyridine,1,2,1.213170523896373,120.95325510455592,0.4072600947229557,1754.97,-400.875947460226,-400.78258686,4.350659325,3784.884363,1234.654186,936.367703,0.222673,-0.288375,-0.313506,0.136296,2.0884,3.158881,2.384708,0.7549217586860663,-0.25681,-0.075673,0.181137,66.97637490530568,1713.0029779630734,-0.279212218379865,-0.0426866422322173,-0.436109161422785,0.608844989965606
3-Chlorobenzoic_acid,1,2,1.2058616144205772,124.8350757456796,-0.0172970211244069,1789.45,-880.350961381261,-880.27901756,2.826244129,2285.888828,694.521644,532.678095,0.329548,-0.309325,-0.458048,0.10685,2.0587,3.027484,2.349886,0.776184448869094,-0.263206,-0.069362,0.193844,-5.787561531697894,1758.0,-0.2827733302398,-0.0337689201215825,-0.466746666113197,0.838513141397063
3-Fluorobenzaldehyde,1,0,1.2070081674823083,124.73234668821446,-0.0154932641637838,1777.03,-444.775838562068,-444.70631295,2.12049062,3672.445101,1116.484789,856.189281,0.091849,-0.268287,-0.256042,0.120405,2.1059,3.26766,2.466522,0.7548282257027965,-0.270936,-0.082023,0.188913,-0.3702042738604792,1725.9650986956524,-0.271795392927957,-0.0323093392027056,-0.448784219438344,4.38646956533274
3-Hexanone,2,3,1.2097105911109485,121.89001165120538,131.15528187232152,1781.36,-311.042446856801,-310.90689553,2.63710835,7928.856224,1120.598394,1013.176914,0.200298,-0.299545,-0.324998,0.136766,2.0689,3.182749,2.383686,0.7489393602825734,-0.249244,-0.016137,0.233107,68.30583928704506,1727.8333333333333,-0.333027550239198,0.0225781833505226,-0.478327700245358,5.13625623151683
3-Methoxybenzaldehyde,7,8,1.2079405361602036,124.95470393210007,-0.0199787636657702,1773.21,-460.043220153215,-459.93501098,4.697093359,3497.497457,773.754817,636.148073,0.088641,-0.273834,-0.257046,0.114069,2.108,3.268194,2.469962,0.7557574611543869,-0.240499,-0.069124,0.171375,1.923803385202428,1723.0061500615006,-0.261375859700401,-0.0192433036233148,-0.414299617735579,0.750043133042722
3-Methoxybenzoic_acid,7,8,1.2066094074144291,125.121712626745,-0.0168209181834955,1786.86,-535.301774669674,-535.18898097,3.204275646,2523.396102,659.685895,524.71177,0.324602,-0.3151,-0.455934,0.101391,2.0617,3.03038,2.354294,0.776897286808915,-0.236489,-0.055453,0.181036,-5.703844491407988,1758.0,-0.269524535953121,-0.011784829341287,-0.455221880143009,0.862453657019705
3-Methylbutanoic_acid,4,5,1.2037309896098047,126.27444515388152,-143.8528058033872,1808.96,-346.990852212961,-346.87642634,1.404298642,4922.154436,1515.143777,1358.99156,0.278197,-0.310749,-0.498354,0.102542,2.0587,3.082583,2.347737,0.761613555904253,-0.284815,-0.00012,0.284695,-25.180882557492524,1758.0,-0.327924201227937,0.0265475445261217,-0.484050282700161,4.73717199790842
3-Methylpentanal,5,6,1.203790254578845,125.41368097950117,-1.4938595845630775,1804.77,-311.030543122063,-310.89447198,3.075657357,6609.804057,1199.715433,1091.376302,0.084974,-0.256505,-0.295477,0.115778,2.1468,3.266812,2.470306,0.7561824800447654,-0.257109,-0.031226,0.2258829999999999,-1.9246218782197708,1744.5556690500512,-0.33264439133807,0.0289850023474379,-0.473222629048381,5.0755329486235
3-Nitrobenzoic_acid,1,2,1.2044058697009077,124.60165660060125,0.0781702722351703,1796.5,-625.293952554978,-625.21155183,5.378160196,1940.407475,595.458936,455.636451,0.324196,-0.298773,-0.459747,0.116231,2.0682,3.028104,2.352735,0.7769663789618851,-0.297851,-0.106056,0.191795,-26.32598741421736,1758.0,-0.30341152090044,-0.0792855977406737,-0.477832654085067,0.830954881230017
3-Octanone,4,5,1.2111267911895105,121.05284813181764,-1.6704088487037425,1772.45,-389.647822637514,-389.45742829,3.047741296,2655.475307,785.704258,713.08815,0.156978,-0.279995,-0.332241,0.129628,2.1725,3.205514,2.410399,0.7519539768037201,-0.243009,-0.01896,0.224049,83.76893311999947,1727.2076923076922,-0.328810668039242,0.0236490205691722,-0.24300853236252,0.805882506687693
3-Phenylpropanoic_acid,1,2,1.2039630131947576,125.83014358244922,-151.39678677111635,1807.45,-499.391746449508,-499.25502176,1.451514899,2145.357788,663.45324,613.281143,0.278842,-0.317302,-0.498204,0.10208,2.0415,3.089098,2.340744,0.7577435225428264,-0.24733,-0.013019,0.234311,-24.275494648578245,1758.0,-0.253685996104003,-0.00901330362421976,-0.507366599612774,4.81353854648619
3-Pyridinecarboxaldehyde,1,0,1.2070814919204915,124.89979327685018,-0.0707375895709669,1777.92,-361.562585196671,-361.49537692,4.025029254,5396.17304,1598.717162,1233.322447,0.094971,-0.265537,-0.260025,0.121886,2.1071,3.263248,2.467034,0.7560056728756135,-0.264931,-0.084803,0.180128,-0.140935685415741,1730.1725888324872,-0.286128063022774,-0.0500209732936881,-0.448099138240746,4.38596873889612
3_3-Dimethyl-2-butanone,1,2,1.2096940854170528,120.22888093496852,18.773689679187587,1773.26,-311.042885093261,-310.90705773,2.823987026,3194.87995,2304.354221,1920.048842,0.202529,-0.282766,-0.305672,0.137857,2.1355,3.188309,2.384171,0.7477854248129651,-0.246253,-0.018028,0.228225,120.1779124601134,1724.525754884547,-0.334897075700442,0.0225234579843543,-0.357086354523624,0.757495444960263
3_4-Dimethoxybenzaldehyde,6,7,1.2116128726891275,125.23828606135658,-0.0041486074951758,1755.83,-574.559939739809,-574.4220529,4.085143835,1389.53509,681.895759,460.096066,0.088768,-0.297058,-0.269635,0.095079,2.0789,3.260282,2.476879,0.7597131168408131,-0.225075,-0.058278,0.166797,15.689855658840523,1718.112849691797,-0.253699868813047,-0.0107969992299463,-0.468712662724087,4.27593793707641
3_5-Dimethylbenzoic_acid,7,8,1.2075154665829335,125.09390575335824,0.1015850546699558,1782.6,-499.400613506754,-499.26769878,2.471996329,1545.928918,862.778583,557.566033,0.322268,-0.319003,-0.456336,0.097371,2.0594,3.028349,2.359177,0.7790307524000701,-0.250626,-0.054899,0.195727,-7.036300869894696,1759.22776,-0.259945549521086,-0.0130136295023963,-0.45440344855877,0.832139118265422
4-Acetylmorpholine,1,2,1.2211666407534234,120.85427170398012,-0.954641342600636,1720.08,-440.410321955794,-440.27116156,3.024188172,3172.304304,1207.357041,940.015507,0.255883,-0.377967,-0.452298,0.057073,2.0003,3.093035,2.373433,0.7673476051839051,-0.2412,0.013585,0.254785,-15.41216234463898,1689.345259391771,-0.254402319845044,0.0300838168711342,-0.360027214144197,0.73080477514865
4-Acetylpyridine,1,2,1.2117309183700813,121.32249138254544,-0.2769999722000836,1761.47,-400.875671878143,-400.78227962,2.431481797,3847.103646,1213.697118,927.914413,0.216619,-0.282096,-0.305789,0.143042,2.0954,3.166901,2.384767,0.7530285916736899,-0.26613,-0.083622,0.1825079999999999,64.31310461362592,1717.2149292149293,-0.276556534045056,-0.0320618709437811,-0.439639755745098,0.600396168072882
4-Bromobenzaldehyde,1,0,1.208045012724278,124.8053523741366,0.0128676182733766,1772.1,-2918.973400284104,-2918.90756022,2.221829448,5066.615584,459.042225,420.907452,0.093532,-0.273502,-0.260227,0.11596,2.1,3.264298,2.468351,0.7561659505351533,-0.265221,-0.082486,0.1827349999999999,4.753359305950739,1723.544103072349,-0.270930954255472,-0.0412903355122264,-0.441345842319748,4.29741385987008
4-Chlorobenzaldehyde,1,0,1.20818904251156,124.84646071099272,0.0644058671527946,1771.68,-805.092982711128,-805.02549223,2.278390632,5102.877536,687.073568,605.540928,0.092882,-0.274642,-0.260965,0.114909,2.0993,3.26433,2.468828,0.7563046628251432,-0.267999,-0.081216,0.1867829999999999,5.910388713569821,1723.904587155963,-0.270081052998044,-0.0404669568627432,-0.443309666006287,4.30438685418609
4-Ethylbenzoic_acid,6,7,1.207690163812308,125.09663171972488,-0.5609978080781095,1782.44,-499.397440432543,-499.26132347,2.583964588,3215.248264,558.351475,499.218725,0.32346,-0.319568,-0.459897,0.096556,2.0582,3.026966,2.35829,0.7790936535131219,-0.259261,-0.054444,0.204817,-7.872420423123861,1759.25,-0.266514756126841,-0.0202653144953739,-0.454464463603959,4.5575794436323
4-Methoxyacetophenone,1,2,1.2163084289114336,120.3317030573198,0.0674248365707013,1739.47,-499.358259442851,-499.22369026,4.812191854,3302.320557,572.705956,491.070269,0.217075,-0.307876,-0.317669,0.118108,2.0804,3.154906,2.395521,0.7593002770922493,-0.23799,-0.052983,0.185007,75.62065588348234,1699.9001919385796,-0.249062266909024,-0.0210940408248886,-0.363832886931059,0.794966356119932
4-Methyl-2-pentanone,1,2,1.2103313285596635,121.2527322882782,-10.179526029048755,1779.03,-311.042592118064,-310.9068578,3.099348855,4352.296133,1504.826967,1459.216067,0.195863,-0.281183,-0.355094,0.128159,2.1556,3.189654,2.390898,0.7495791079534019,-0.247779,-0.019793,0.227986,65.04117377504626,1731.8393351800553,-0.332218884547491,0.0221223117375127,-0.365366726048635,0.75416406716457
4-Methylacetophenone,1,2,1.2149902725507722,120.4976102192995,-0.2683709244922491,1745.92,-424.147109819335,-424.01716914,3.561579342,3640.000486,787.294769,652.523075,0.217079,-0.301219,-0.313218,0.124129,2.0866,3.159199,2.391806,0.7570925414954867,-0.25229,-0.059764,0.192526,71.11083888937682,1705.0245746691871,-0.256066835232621,-0.0208895995492975,-0.422882323126244,0.788242913912386
4-Nitrobenzoic_acid,1,2,1.2049595451354371,124.49560710248866,-0.0372507177237811,1793.48,-625.293932017124,-625.21140085,3.622859123,3010.333202,474.050446,409.555927,0.326377,-0.300574,-0.458217,0.114197,2.0653,3.027096,2.352485,0.7771425154669691,-0.297284,-0.115889,0.1813949999999999,-25.556067412602168,1758.0,-0.303260071204307,-0.0525807003475355,-0.479557139938819,4.60787432306299
4-Pyridinecarboxaldehyde,1,0,1.2056672898917844,124.41748133037048,-0.016900065193383,1782.74,-361.561778094134,-361.49459654,1.744504825,5558.71195,1564.255671,1220.733734,0.088736,-0.258425,-0.249355,0.130147,2.1169,3.274855,2.463971,0.7523908692140567,-0.273974,-0.093756,0.180218,-2.7247794128833105,1735.6515334068963,-0.283263569133707,-0.0383261792803052,-0.441994990943186,4.19782136806824
4-tert-Butylbenzoic_acid,1,2,1.2076644679268325,125.13694378221948,0.0124684346457905,1782.92,-578.004800047766,-577.8149137,2.662737942,2118.213525,389.631199,354.808708,0.32003,-0.31867,-0.459565,0.096476,2.0623,3.02622,2.362309,0.7806137689923404,-0.258093,-0.053681,0.204412,-7.137880512058942,1758.0,-0.265462040057639,-0.0185143754530034,-0.454248590858231,4.67954827101949
4-Trifluoromethylbenzaldehyde,1,0,1.206696481775347,124.59321806773838,0.0187174709724996,1778.17,-682.602460580555,-682.52416095,1.698416013,2679.456904,462.820769,424.220537,0.092438,-0.264468,-0.254401,0.124173,2.1085,3.268256,2.465718,0.7544445722734081,-0.277928,-0.093406,0.184522,-5.282627906911657,1726.8967895068492,-0.292104544970654,-0.0457834843328352,-0.429839423318273,4.32527344298519
5-Methyl-2-furaldehyde,5,6,1.2130455845338213,124.11008480240778,-0.0124556198002775,1749.85,-382.632646481391,-382.55749167,4.516039993,6356.025468,1313.972564,1096.276255,0.042235,-0.290727,-0.290519,0.098852,2.1141,3.289949,2.497875,0.7592442922367489,-0.243956,-0.067208,0.176748,-10.902187258240131,1706.2696296296297,-0.261556216776444,0.0183506771081483,-0.386755970821582,4.24669757078893
Adipic_acid,1,2,1.203671802487705,125.69301226473618,26.313302069779198,1811.9,-535.564799980741,-535.43838776,2.316932897,2479.712514,580.039033,530.440334,0.275761,-0.307436,-0.503843,0.100478,2.0877,3.087783,2.351956,0.7616973083924615,-0.282521,-0.007513,0.275008,-21.060213815869304,1758.0,-0.291126056018738,-0.000848080014175069,-0.457085195509615,4.70557792344619
Adipic_acid,7,8,1.2035061884950986,126.0223087118828,143.53118487214547,1810.04,-535.564799980741,-535.43838776,2.316932897,2479.712514,580.039033,530.440334,0.279776,-0.308213,-0.500626,0.104973,2.0566,3.084507,2.342906,0.7595722752452824,-0.282521,-0.007513,0.275008,-25.67231346829261,1722.0,-0.291126056018738,-0.000848080014175069,-0.479666920244854,4.84852957320871
Benzil,1,0,1.2147009989890518,123.53556990555016,-1.9062259965097572,1731.38,-689.863606421615,-689.70245968,3.616043321,1261.51463,282.191606,273.932457,0.201139,-0.290919,-0.249262,0.151663,1.9969,3.217923,2.350131,0.7303254304096153,-0.243538,-0.086865,0.156673,102.21401695108722,1702.0,-0.270910891198971,-0.0676732470476637,-0.415784509378104,0.647988187484271
Benzil,8,9,1.21470358610815,117.62900716111092,27.53847546906664,1731.0,-689.863606421615,-689.70245968,3.616043321,1261.51463,282.191606,273.932457,0.201924,-0.29106,-0.249234,0.151617,1.9966,3.217379,2.349939,0.7303892391912795,-0.243538,-0.086865,0.156673,102.23435975521537,1691.8503301540718,-0.270910891198971,-0.0676732470476637,-0.243537679973198,0.842340977681868
Benzyl_methyl_ketone,1,2,1.2059146685267577,122.0433341812826,11.251369219345785,1795.22,-424.138309354133,-424.00797262,2.68369629,3408.067709,765.337104,692.099546,0.201596,-0.271842,-0.344742,0.145552,2.1475,3.175064,2.389657,0.7526327028368562,-0.243777,-0.02289,0.220887,28.49312442524254,1731.2571428571428,-0.251432664506252,-0.010824630323752,-0.471593850054709,4.78891733095002
